learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,1,0.238,0.877,0.163,0.900696,0
3,10,9,0.215,0.875,0.15,0.005341,0
4,13,6,0.229,0.865,0.154,0.846436,0
5,9,1,0.22,0.871,0.172,0.772461,0
5,9,4,0.22,0.871,0.172,0.28537,1
5,9,5,0.22,0.871,0.172,0.889191,2
5,9,7,0.22,0.871,0.172,0.861237,3
6,19,2,0.22,0.863,0.181,0.031067,0
6,19,14,0.22,0.863,0.181,0.470398,1
6,19,15,0.22,0.863,0.181,0.2323,6
6,19,18,0.22,0.863,0.181,0.826416,5
7,8,0,0.209,0.866,0.153,0.279419,5
7,8,4,0.209,0.866,0.153,0.144501,8
8,10,2,0.223,0.887,0.165,0.791168,5
8,10,3,0.223,0.887,0.165,0.34436,8
8,10,7,0.223,0.887,0.165,0.78595,6
8,10,8,0.223,0.887,0.165,0.506622,2
8,10,9,0.223,0.887,0.165,0.681519,0
9,13,1,0.199,0.871,0.156,0.002747,5
10,7,2,0.2,0.876,0.158,0.886444,5
11,2,1,0.194,0.867,0.189,0.22467,5
12,19,2,0.221,0.877,0.142,0.890015,5
12,19,11,0.221,0.877,0.142,0.254852,8
12,19,13,0.221,0.877,0.142,0.210022,6
12,19,17,0.221,0.877,0.142,0.27298,9
13,8,1,0.232,0.87,0.181,0.094391,9
13,8,6,0.232,0.87,0.181,0.743591,4
14,7,0,0.219,0.871,0.161,0.288483,9
14,7,2,0.219,0.871,0.161,0.600403,4
15,15,5,0.218,0.879,0.17,0.61084,9
15,15,10,0.218,0.879,0.17,0.707245,4
15,15,13,0.218,0.879,0.17,0.2901,8
15,15,14,0.218,0.879,0.17,0.553772,6
16,8,3,0.201,0.854,0.167,0.745148,9
16,8,5,0.201,0.854,0.167,0.173218,4
16,8,7,0.201,0.854,0.167,0.04657,6
17,16,2,0.22,0.885,0.159,0.012207,9
17,16,6,0.22,0.885,0.159,0.562531,4
17,16,8,0.22,0.885,0.159,0.081635,6
19,5,4,0.203,0.874,0.147,0.294586,9
20,16,1,0.203,0.875,0.159,0.404083,9
20,16,3,0.203,0.875,0.159,0.944794,4
20,16,12,0.203,0.875,0.159,0.321686,6
20,16,13,0.203,0.875,0.159,0.1427,8
21,6,0,0.224,0.868,0.161,0.106567,9
21,6,4,0.224,0.868,0.161,0.504578,4
21,6,5,0.224,0.868,0.161,0.663422,5
24,12,0,0.204,0.882,0.181,0.599915,5
24,12,3,0.204,0.882,0.181,0.507233,8
24,12,5,0.204,0.882,0.181,0.80014,7
24,12,10,0.204,0.882,0.181,0.146942,2
25,15,2,0.222,0.878,0.162,0.996002,5
25,15,11,0.222,0.878,0.162,0.662659,8
25,15,14,0.222,0.878,0.162,0.289764,7
26,20,3,0.21,0.877,0.164,0.796692,5
26,20,12,0.21,0.877,0.164,0.292175,8
26,20,14,0.21,0.877,0.164,0.526459,3
26,20,16,0.21,0.877,0.164,0.523315,9
26,20,19,0.21,0.877,0.164,0.290039,1
27,10,6,0.197,0.884,0.171,0.160736,9
27,10,8,0.197,0.884,0.171,0.584656,8
28,20,0,0.222,0.858,0.156,0.186096,9
28,20,1,0.222,0.858,0.156,0.387604,8
28,20,3,0.222,0.858,0.156,0.379211,2
28,20,4,0.222,0.858,0.156,0.747223,7
28,20,6,0.222,0.858,0.156,0.453949,4
28,20,7,0.222,0.858,0.156,0.946716,0
29,20,6,0.225,0.848,0.187,0.674835,2
29,20,12,0.225,0.848,0.187,0.110168,7
30,13,1,0.214,0.883,0.167,0.271545,5
30,13,2,0.214,0.883,0.167,0.534302,8
30,13,3,0.214,0.883,0.167,0.967102,7
30,13,12,0.214,0.883,0.167,0.105865,2
32,15,1,0.224,0.892,0.171,0.582245,5
32,15,8,0.224,0.892,0.171,0.979919,8
33,22,0,0.215,0.885,0.181,0.28244,8
33,22,11,0.215,0.885,0.181,0.660889,5
33,22,15,0.215,0.885,0.181,0.375397,2
33,22,17,0.215,0.885,0.181,0.869232,0
33,22,21,0.215,0.885,0.181,0.475616,3
35,23,1,0.211,0.883,0.171,0.032379,8
35,23,3,0.211,0.883,0.171,0.327789,5
35,23,11,0.211,0.883,0.171,0.311737,2
35,23,12,0.211,0.883,0.171,0.70285,0
35,23,17,0.211,0.883,0.171,0.533722,7
35,23,22,0.211,0.883,0.171,0.811951,3
36,19,3,0.226,0.864,0.15,0.770905,0
36,19,7,0.226,0.864,0.15,0.52417,5
36,19,11,0.226,0.864,0.15,0.880463,8
36,19,17,0.226,0.864,0.15,0.347931,7
37,9,7,0.204,0.862,0.175,0.617218,0
38,27,0,0.186,0.87,0.168,0.267517,0
38,27,7,0.186,0.87,0.168,0.278656,5
38,27,17,0.186,0.87,0.168,0.304779,8
38,27,24,0.186,0.87,0.168,0.08783,7
39,5,1,0.233,0.878,0.159,0.268616,0
39,5,3,0.233,0.878,0.159,0.89502,5
39,5,4,0.233,0.878,0.159,0.322632,8
40,16,1,0.217,0.889,0.162,0.036285,5
