learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
9,13,0,0.199,0.871,0.156,0.807739
9,13,1,0.199,0.871,0.156,0.85321
9,13,2,0.199,0.871,0.156,0.673645
9,13,3,0.199,0.871,0.156,0.033447
9,13,3,0.199,0.871,0.156,0.147919
9,13,3,0.199,0.871,0.156,0.212402
9,13,4,0.199,0.871,0.156,0.758026
9,13,5,0.199,0.871,0.156,0.431
9,13,6,0.199,0.871,0.156,0.02359
9,13,6,0.199,0.871,0.156,0.224731
9,13,6,0.199,0.871,0.156,0.356659
9,13,7,0.199,0.871,0.156,0.411774
9,13,8,0.199,0.871,0.156,0.444794
9,13,9,0.199,0.871,0.156,0.038177
9,13,9,0.199,0.871,0.156,0.790283
9,13,9,0.199,0.871,0.156,0.452972
9,13,10,0.199,0.871,0.156,0.602905
9,13,11,0.199,0.871,0.156,0.842773
9,13,12,0.199,0.871,0.156,0.435486
10,7,0,0.2,0.876,0.158,0.499237
10,7,1,0.2,0.876,0.158,0.731354
10,7,2,0.2,0.876,0.158,0.176086
10,7,2,0.2,0.876,0.158,0.637329
10,7,2,0.2,0.876,0.158,0.083038
10,7,2,0.2,0.876,0.158,0.764252
10,7,3,0.2,0.876,0.158,0.324463
10,7,4,0.2,0.876,0.158,0.461761
10,7,5,0.2,0.876,0.158,0.06485
10,7,5,0.2,0.876,0.158,0.697296
10,7,5,0.2,0.876,0.158,0.59906
10,7,6,0.2,0.876,0.158,0.008881
10,7,6,0.2,0.876,0.158,0.597443
10,7,6,0.2,0.876,0.158,0.690094
11,2,0,0.194,0.867,0.189,0.451874
11,2,1,0.194,0.867,0.189,0.19986
12,19,0,0.221,0.877,0.142,0.820679
12,19,1,0.221,0.877,0.142,0.052765
12,19,1,0.221,0.877,0.142,0.923279
12,19,2,0.221,0.877,0.142,0.512146
12,19,3,0.221,0.877,0.142,0.806732
12,19,4,0.221,0.877,0.142,0.189728
12,19,4,0.221,0.877,0.142,0.90387
12,19,5,0.221,0.877,0.142,0.364655
12,19,6,0.221,0.877,0.142,0.808044
12,19,7,0.221,0.877,0.142,0.079315
12,19,7,0.221,0.877,0.142,0.459656
12,19,7,0.221,0.877,0.142,0.529297
12,19,8,0.221,0.877,0.142,0.799591
12,19,9,0.221,0.877,0.142,0.692627
12,19,10,0.221,0.877,0.142,0.43869
12,19,11,0.221,0.877,0.142,0.389923
12,19,12,0.221,0.877,0.142,0.239319
12,19,13,0.221,0.877,0.142,0.379028
12,19,14,0.221,0.877,0.142,0.01886
12,19,14,0.221,0.877,0.142,0.659943
12,19,14,0.221,0.877,0.142,0.813568
12,19,15,0.221,0.877,0.142,0.939423
12,19,16,0.221,0.877,0.142,0.329437
12,19,17,0.221,0.877,0.142,0.165955
12,19,17,0.221,0.877,0.142,0.253082
12,19,17,0.221,0.877,0.142,0.039917
12,19,17,0.221,0.877,0.142,0.387756
12,19,18,0.221,0.877,0.142,0.190216
12,19,18,0.221,0.877,0.142,0.525085
12,19,18,0.221,0.877,0.142,0.082672
13,8,0,0.232,0.87,0.181,0.219055
13,8,0,0.232,0.87,0.181,0.586761
13,8,0,0.232,0.87,0.181,0.035004
13,8,0,0.232,0.87,0.181,0.956146
13,8,1,0.232,0.87,0.181,0.857574
13,8,2,0.232,0.87,0.181,0.567993
13,8,3,0.232,0.87,0.181,0.647766
13,8,4,0.232,0.87,0.181,0.048553
13,8,4,0.232,0.87,0.181,0.0354
13,8,4,0.232,0.87,0.181,0.075378
13,8,4,0.232,0.87,0.181,0.921051
13,8,5,0.232,0.87,0.181,0.428131
13,8,6,0.232,0.87,0.181,0.627136
13,8,7,0.232,0.87,0.181,0.604187
14,7,0,0.219,0.871,0.161,0.380981
14,7,1,0.219,0.871,0.161,0.155945
14,7,1,0.219,0.871,0.161,0.475067
14,7,1,0.219,0.871,0.161,0.532684
14,7,2,0.219,0.871,0.161,0.633087
14,7,3,0.219,0.871,0.161,0.088226
14,7,3,0.219,0.871,0.161,0.153198
14,7,3,0.219,0.871,0.161,0.9823
14,7,4,0.219,0.871,0.161,0.678345
14,7,5,0.219,0.871,0.161,0.767303
14,7,6,0.219,0.871,0.161,0.488342
15,15,0,0.218,0.879,0.17,0.465027
15,15,1,0.218,0.879,0.17,0.978394
15,15,2,0.218,0.879,0.17,0.788147
15,15,3,0.218,0.879,0.17,0.641846
15,15,4,0.218,0.879,0.17,0.696808
15,15,5,0.218,0.879,0.17,0.315582
15,15,6,0.218,0.879,0.17,0.922821
15,15,7,0.218,0.879,0.17,0.853455
15,15,8,0.218,0.879,0.17,0.056427
15,15,8,0.218,0.879,0.17,0.455353
15,15,8,0.218,0.879,0.17,0.103607
15,15,8,0.218,0.879,0.17,0.880493
15,15,9,0.218,0.879,0.17,0.294861
15,15,10,0.218,0.879,0.17,0.291351
15,15,11,0.218,0.879,0.17,0.089355
15,15,11,0.218,0.879,0.17,0.865448
15,15,11,0.218,0.879,0.17,0.506378
15,15,12,0.218,0.879,0.17,0.991394
15,15,13,0.218,0.879,0.17,0.106293
15,15,13,0.218,0.879,0.17,0.480652
15,15,13,0.218,0.879,0.17,0.85788
15,15,14,0.218,0.879,0.17,0.632477
16,8,0,0.201,0.854,0.167,0.735138
16,8,1,0.201,0.854,0.167,0.202454
16,8,2,0.201,0.854,0.167,0.450073
16,8,3,0.201,0.854,0.167,0.018005
16,8,3,0.201,0.854,0.167,0.177887
16,8,3,0.201,0.854,0.167,0.65564
16,8,4,0.201,0.854,0.167,0.78476
16,8,5,0.201,0.854,0.167,0.171204
16,8,5,0.201,0.854,0.167,0.628418
16,8,5,0.201,0.854,0.167,0.694946
16,8,6,0.201,0.854,0.167,0.291656
16,8,7,0.201,0.854,0.167,0.455658
17,16,0,0.22,0.885,0.159,0.595917
17,16,1,0.22,0.885,0.159,0.357178
17,16,2,0.22,0.885,0.159,0.851746
17,16,3,0.22,0.885,0.159,0.917969
17,16,4,0.22,0.885,0.159,0.232849
17,16,5,0.22,0.885,0.159,0.275208
17,16,6,0.22,0.885,0.159,0.860046
17,16,7,0.22,0.885,0.159,0.560883
17,16,8,0.22,0.885,0.159,0.837982
17,16,9,0.22,0.885,0.159,0.827759
17,16,10,0.22,0.885,0.159,0.040527
17,16,10,0.22,0.885,0.159,0.772339
17,16,10,0.22,0.885,0.159,0.471405
17,16,11,0.22,0.885,0.159,0.314087
17,16,12,0.22,0.885,0.159,0.068939
17,16,12,0.22,0.885,0.159,0.837585
17,16,12,0.22,0.885,0.159,0.867737
17,16,13,0.22,0.885,0.159,0.694611
17,16,14,0.22,0.885,0.159,0.260376
17,16,15,0.22,0.885,0.159,0.862122
18,10,0,0.213,0.871,0.173,0.520325
18,10,1,0.213,0.871,0.173,0.137054
18,10,1,0.213,0.871,0.173,0.910461
18,10,2,0.213,0.871,0.173,0.059723
18,10,2,0.213,0.871,0.173,0.187714
18,10,2,0.213,0.871,0.173,0.267456
18,10,3,0.213,0.871,0.173,0.350006
18,10,4,0.213,0.871,0.173,0.110107
18,10,4,0.213,0.871,0.173,0.447235
18,10,4,0.213,0.871,0.173,0.428741
18,10,5,0.213,0.871,0.173,0.78067
18,10,6,0.213,0.871,0.173,0.836121
18,10,7,0.213,0.871,0.173,0.068817
18,10,7,0.213,0.871,0.173,0.349457
18,10,7,0.213,0.871,0.173,0.858795
18,10,8,0.213,0.871,0.173,0.121277
18,10,8,0.213,0.871,0.173,0.488983
18,10,8,0.213,0.871,0.173,0.258942
18,10,9,0.213,0.871,0.173,0.245575
19,5,0,0.203,0.874,0.147,0.490967
19,5,1,0.203,0.874,0.147,0.377136
19,5,2,0.203,0.874,0.147,0.338531
19,5,3,0.203,0.874,0.147,0.043091
19,5,3,0.203,0.874,0.147,0.099792
19,5,3,0.203,0.874,0.147,0.786804
19,5,4,0.203,0.874,0.147,0.787628
20,16,0,0.203,0.875,0.159,0.823212
20,16,1,0.203,0.875,0.159,0.461365
20,16,2,0.203,0.875,0.159,0.528534
20,16,3,0.203,0.875,0.159,0.732361
20,16,4,0.203,0.875,0.159,0.087952
20,16,4,0.203,0.875,0.159,0.614532
20,16,4,0.203,0.875,0.159,0.782318
20,16,5,0.203,0.875,0.159,0.340607
20,16,6,0.203,0.875,0.159,0.523468
20,16,7,0.203,0.875,0.159,0.236816
20,16,8,0.203,0.875,0.159,0.157288
20,16,8,0.203,0.875,0.159,0.47403
20,16,8,0.203,0.875,0.159,0.860687
20,16,9,0.203,0.875,0.159,0.559326
20,16,10,0.203,0.875,0.159,0.086365
20,16,10,0.203,0.875,0.159,0.226776
20,16,10,0.203,0.875,0.159,0.893036
20,16,11,0.203,0.875,0.159,0.854828
20,16,12,0.203,0.875,0.159,0.393097
20,16,13,0.203,0.875,0.159,0.891571
20,16,14,0.203,0.875,0.159,0.496155
20,16,15,0.203,0.875,0.159,0.506104
21,6,0,0.224,0.868,0.161,0.331604
21,6,1,0.224,0.868,0.161,0.180847
21,6,1,0.224,0.868,0.161,0.017609
21,6,1,0.224,0.868,0.161,0.258942
21,6,2,0.224,0.868,0.161,0.167847
21,6,2,0.224,0.868,0.161,0.362793
21,6,2,0.224,0.868,0.161,0.810516
21,6,3,0.224,0.868,0.161,0.62561
21,6,4,0.224,0.868,0.161,0.429016
21,6,5,0.224,0.868,0.161,0.509796
22,11,0,0.213,0.886,0.179,0.243195
22,11,1,0.213,0.886,0.179,0.789032
22,11,2,0.213,0.886,0.179,0.627899
22,11,3,0.213,0.886,0.179,0.75177
22,11,4,0.213,0.886,0.179,0.259064
22,11,5,0.213,0.886,0.179,0.261597
22,11,6,0.213,0.886,0.179,0.222504
22,11,7,0.213,0.886,0.179,0.903931
22,11,8,0.213,0.886,0.179,0.888794
22,11,9,0.213,0.886,0.179,0.44162
22,11,10,0.213,0.886,0.179,0.916748
23,1,0,0.201,0.886,0.163,0.518402
24,12,0,0.204,0.882,0.181,0.113342
24,12,0,0.204,0.882,0.181,0.924255
24,12,1,0.204,0.882,0.181,0.444305
24,12,2,0.204,0.882,0.181,0.816772
24,12,3,0.204,0.882,0.181,0.250397
24,12,4,0.204,0.882,0.181,0.397339
24,12,5,0.204,0.882,0.181,0.888153
24,12,6,0.204,0.882,0.181,0.994965
24,12,7,0.204,0.882,0.181,0.44635
24,12,8,0.204,0.882,0.181,0.315613
24,12,9,0.204,0.882,0.181,0.887207
24,12,10,0.204,0.882,0.181,0.439728
24,12,11,0.204,0.882,0.181,0.789032
25,15,0,0.222,0.878,0.162,0.975311
25,15,1,0.222,0.878,0.162,0.763489
25,15,2,0.222,0.878,0.162,0.028137
25,15,2,0.222,0.878,0.162,0.421387
25,15,2,0.222,0.878,0.162,0.500732
25,15,3,0.222,0.878,0.162,0.131195
25,15,3,0.222,0.878,0.162,0.762909
25,15,3,0.222,0.878,0.162,0.459015
25,15,4,0.222,0.878,0.162,0.914246
25,15,5,0.222,0.878,0.162,0.514862
25,15,6,0.222,0.878,0.162,0.34668
25,15,7,0.222,0.878,0.162,0.340363
25,15,8,0.222,0.878,0.162,0.306396
25,15,9,0.222,0.878,0.162,0.270203
25,15,10,0.222,0.878,0.162,0.788879
25,15,11,0.222,0.878,0.162,0.833221
25,15,12,0.222,0.878,0.162,0.906677
25,15,13,0.222,0.878,0.162,0.92688
25,15,14,0.222,0.878,0.162,0.391998
26,20,0,0.21,0.877,0.164,0.405731
26,20,1,0.21,0.877,0.164,0.424286
26,20,2,0.21,0.877,0.164,0.172516
26,20,2,0.21,0.877,0.164,0.356018
26,20,2,0.21,0.877,0.164,0.467255
26,20,3,0.21,0.877,0.164,0.987946
26,20,4,0.21,0.877,0.164,0.189606
26,20,4,0.21,0.877,0.164,0.818695
26,20,4,0.21,0.877,0.164,0.524323
26,20,5,0.21,0.877,0.164,0.200348
26,20,5,0.21,0.877,0.164,0.612396
26,20,5,0.21,0.877,0.164,0.643829
26,20,6,0.21,0.877,0.164,0.541138
26,20,7,0.21,0.877,0.164,0.919861
26,20,8,0.21,0.877,0.164,0.842926
26,20,9,0.21,0.877,0.164,0.770477
26,20,10,0.21,0.877,0.164,0.551086
26,20,11,0.21,0.877,0.164,0.36264
26,20,12,0.21,0.877,0.164,0.236481
26,20,13,0.21,0.877,0.164,0.542877
26,20,14,0.21,0.877,0.164,0.184937
26,20,14,0.21,0.877,0.164,0.276611
26,20,14,0.21,0.877,0.164,0.186462
26,20,15,0.21,0.877,0.164,0.6716
26,20,16,0.21,0.877,0.164,0.901489
26,20,17,0.21,0.877,0.164,0.975983
26,20,18,0.21,0.877,0.164,0.469818
26,20,19,0.21,0.877,0.164,0.094177
26,20,19,0.21,0.877,0.164,0.924042
27,10,0,0.197,0.884,0.171,0.267273
27,10,1,0.197,0.884,0.171,0.632843
27,10,2,0.197,0.884,0.171,0.519165
27,10,3,0.197,0.884,0.171,0.224548
27,10,4,0.197,0.884,0.171,0.187622
27,10,4,0.197,0.884,0.171,0.728241
27,10,4,0.197,0.884,0.171,0.366638
27,10,5,0.197,0.884,0.171,0.06723
27,10,5,0.197,0.884,0.171,0.263245
27,10,5,0.197,0.884,0.171,0.576385
27,10,6,0.197,0.884,0.171,0.17984
27,10,6,0.197,0.884,0.171,0.870819
27,10,6,0.197,0.884,0.171,0.188995
27,10,7,0.197,0.884,0.171,0.135223
27,10,7,0.197,0.884,0.171,0.916809
27,10,8,0.197,0.884,0.171,0.820435
27,10,9,0.197,0.884,0.171,0.561035
28,20,0,0.222,0.858,0.156,0.093536
28,20,0,0.222,0.858,0.156,0.127289
28,20,0,0.222,0.858,0.156,0.547852
28,20,1,0.222,0.858,0.156,0.078552
28,20,1,0.222,0.858,0.156,0.030212
28,20,1,0.222,0.858,0.156,0.768799
28,20,2,0.222,0.858,0.156,0.032227
28,20,2,0.222,0.858,0.156,0.725281
28,20,2,0.222,0.858,0.156,0.15802
28,20,3,0.222,0.858,0.156,0.432648
28,20,4,0.222,0.858,0.156,0.589691
28,20,5,0.222,0.858,0.156,0.316681
28,20,6,0.222,0.858,0.156,0.585754
28,20,7,0.222,0.858,0.156,0.938049
28,20,8,0.222,0.858,0.156,0.29068
28,20,9,0.222,0.858,0.156,0.768738
28,20,10,0.222,0.858,0.156,0.740051
28,20,11,0.222,0.858,0.156,0.58075
28,20,12,0.222,0.858,0.156,0.14502
28,20,12,0.222,0.858,0.156,0.784241
28,20,12,0.222,0.858,0.156,0.32254
28,20,13,0.222,0.858,0.156,0.150055
28,20,13,0.222,0.858,0.156,0.757904
28,20,13,0.222,0.858,0.156,0.059418
28,20,13,0.222,0.858,0.156,0.334412
28,20,14,0.222,0.858,0.156,0.898834
28,20,15,0.222,0.858,0.156,0.950562
28,20,16,0.222,0.858,0.156,0.69873
28,20,17,0.222,0.858,0.156,0.407227
28,20,18,0.222,0.858,0.156,0.975647
28,20,19,0.222,0.858,0.156,0.231293
29,20,0,0.225,0.848,0.187,0.91156
29,20,1,0.225,0.848,0.187,0.2117
29,20,1,0.225,0.848,0.187,0.720825
29,20,1,0.225,0.848,0.187,0.547485
29,20,2,0.225,0.848,0.187,0.203674
29,20,2,0.225,0.848,0.187,0.572998
29,20,2,0.225,0.848,0.187,0.965546
29,20,3,0.225,0.848,0.187,0.299805
29,20,4,0.225,0.848,0.187,0.266205
29,20,5,0.225,0.848,0.187,0.533051
29,20,6,0.225,0.848,0.187,0.728302
29,20,7,0.225,0.848,0.187,0.380035
29,20,8,0.225,0.848,0.187,0.995575
29,20,9,0.225,0.848,0.187,0.704224
29,20,10,0.225,0.848,0.187,0.861328
29,20,11,0.225,0.848,0.187,0.468353
29,20,12,0.225,0.848,0.187,0.116333
29,20,12,0.225,0.848,0.187,0.906982
29,20,13,0.225,0.848,0.187,0.796204
29,20,14,0.225,0.848,0.187,0.801758
29,20,15,0.225,0.848,0.187,0.40033
29,20,16,0.225,0.848,0.187,0.101715
29,20,16,0.225,0.848,0.187,0.996582
29,20,17,0.225,0.848,0.187,0.854797
29,20,18,0.225,0.848,0.187,0.685486
29,20,19,0.225,0.848,0.187,0.730621
30,13,0,0.214,0.883,0.167,0.299133
30,13,1,0.214,0.883,0.167,0.509521
30,13,2,0.214,0.883,0.167,0.541473
30,13,3,0.214,0.883,0.167,0.87912
30,13,4,0.214,0.883,0.167,0.794739
30,13,5,0.214,0.883,0.167,0.153168
30,13,5,0.214,0.883,0.167,0.139374
30,13,5,0.214,0.883,0.167,0.228424
30,13,6,0.214,0.883,0.167,0.837555
30,13,7,0.214,0.883,0.167,0.953735
30,13,8,0.214,0.883,0.167,0.540375
30,13,9,0.214,0.883,0.167,0.674194
30,13,10,0.214,0.883,0.167,0.667908
30,13,11,0.214,0.883,0.167,0.687317
30,13,12,0.214,0.883,0.167,0.929779
31,10,0,0.21,0.878,0.158,0.638763
31,10,1,0.21,0.878,0.158,0.195526
31,10,1,0.21,0.878,0.158,0.852509
31,10,1,0.21,0.878,0.158,0.313141
31,10,2,0.21,0.878,0.158,0.725006
31,10,3,0.21,0.878,0.158,0.276367
31,10,4,0.21,0.878,0.158,0.39267
31,10,5,0.21,0.878,0.158,0.296021
31,10,6,0.21,0.878,0.158,0.97702
31,10,7,0.21,0.878,0.158,0.691742
31,10,8,0.21,0.878,0.158,0.384735
31,10,9,0.21,0.878,0.158,0.766449
32,15,0,0.224,0.892,0.171,0.896545
32,15,1,0.224,0.892,0.171,0.394714
32,15,2,0.224,0.892,0.171,0.613068
32,15,3,0.224,0.892,0.171,0.652252
32,15,4,0.224,0.892,0.171,0.578217
32,15,5,0.224,0.892,0.171,0.255402
32,15,6,0.224,0.892,0.171,0.512939
32,15,7,0.224,0.892,0.171,0.025574
32,15,7,0.224,0.892,0.171,0.111542
32,15,7,0.224,0.892,0.171,0.43454
32,15,8,0.224,0.892,0.171,0.093811
32,15,8,0.224,0.892,0.171,0.608276
32,15,8,0.224,0.892,0.171,0.043732
32,15,8,0.224,0.892,0.171,0.610382
32,15,9,0.224,0.892,0.171,0.156647
32,15,9,0.224,0.892,0.171,0.13504
32,15,9,0.224,0.892,0.171,0.169159
32,15,9,0.224,0.892,0.171,0.671082
32,15,10,0.224,0.892,0.171,0.281281
32,15,11,0.224,0.892,0.171,0.434937
32,15,12,0.224,0.892,0.171,0.101379
32,15,12,0.224,0.892,0.171,0.92215
32,15,13,0.224,0.892,0.171,0.617462
32,15,14,0.224,0.892,0.171,0.778107
33,22,0,0.215,0.885,0.181,0.394836
33,22,1,0.215,0.885,0.181,0.432495
33,22,2,0.215,0.885,0.181,0.408722
33,22,3,0.215,0.885,0.181,0.140411
33,22,3,0.215,0.885,0.181,0.5979
33,22,3,0.215,0.885,0.181,0.651428
33,22,4,0.215,0.885,0.181,0.830231
33,22,5,0.215,0.885,0.181,0.470428
33,22,6,0.215,0.885,0.181,0.856628
33,22,7,0.215,0.885,0.181,0.717804
33,22,8,0.215,0.885,0.181,0.503082
33,22,9,0.215,0.885,0.181,0.160065
33,22,9,0.215,0.885,0.181,0.985748
33,22,10,0.215,0.885,0.181,0.81308
33,22,11,0.215,0.885,0.181,0.349792
33,22,12,0.215,0.885,0.181,0.538208
33,22,13,0.215,0.885,0.181,0.077454
33,22,13,0.215,0.885,0.181,0.035034
33,22,13,0.215,0.885,0.181,0.135956
33,22,13,0.215,0.885,0.181,0.908142
33,22,14,0.215,0.885,0.181,0.844269
33,22,15,0.215,0.885,0.181,0.907532
33,22,16,0.215,0.885,0.181,0.802032
33,22,17,0.215,0.885,0.181,0.736115
33,22,18,0.215,0.885,0.181,0.103394
33,22,18,0.215,0.885,0.181,0.363098
33,22,18,0.215,0.885,0.181,0.885864
33,22,19,0.215,0.885,0.181,0.465759
33,22,20,0.215,0.885,0.181,0.362701
33,22,21,0.215,0.885,0.181,0.465118
34,3,0,0.204,0.891,0.151,0.906281
34,3,1,0.204,0.891,0.151,0.657257
34,3,2,0.204,0.891,0.151,0.352844
35,23,0,0.211,0.883,0.171,0.829956
35,23,1,0.211,0.883,0.171,0.904327
35,23,2,0.211,0.883,0.171,0.133911
35,23,2,0.211,0.883,0.171,0.715851
35,23,2,0.211,0.883,0.171,0.658417
35,23,3,0.211,0.883,0.171,0.721588
35,23,4,0.211,0.883,0.171,0.990784
35,23,5,0.211,0.883,0.171,0.449036
35,23,6,0.211,0.883,0.171,0.190155
35,23,6,0.211,0.883,0.171,0.115356
35,23,6,0.211,0.883,0.171,0.290985
35,23,7,0.211,0.883,0.171,0.130402
35,23,7,0.211,0.883,0.171,0.812775
35,23,7,0.211,0.883,0.171,0.417847
35,23,8,0.211,0.883,0.171,0.734711
35,23,9,0.211,0.883,0.171,0.925568
35,23,10,0.211,0.883,0.171,0.466461
35,23,11,0.211,0.883,0.171,0.5755
35,23,12,0.211,0.883,0.171,0.469299
35,23,13,0.211,0.883,0.171,0.864075
35,23,14,0.211,0.883,0.171,0.403656
35,23,15,0.211,0.883,0.171,0.393585
35,23,16,0.211,0.883,0.171,0.800018
35,23,17,0.211,0.883,0.171,0.102142
35,23,17,0.211,0.883,0.171,0.87973
35,23,17,0.211,0.883,0.171,0.828705
35,23,18,0.211,0.883,0.171,0.731079
35,23,19,0.211,0.883,0.171,0.818207
35,23,20,0.211,0.883,0.171,0.299896
35,23,21,0.211,0.883,0.171,0.123322
35,23,21,0.211,0.883,0.171,0.463776
35,23,21,0.211,0.883,0.171,0.240631
35,23,22,0.211,0.883,0.171,0.716522
36,19,0,0.226,0.864,0.15,0.728607
36,19,1,0.226,0.864,0.15,0.727478
36,19,2,0.226,0.864,0.15,0.729462
36,19,3,0.226,0.864,0.15,0.786865
36,19,4,0.226,0.864,0.15,0.403442
36,19,5,0.226,0.864,0.15,0.795319
36,19,6,0.226,0.864,0.15,0.684845
36,19,7,0.226,0.864,0.15,0.839111
36,19,8,0.226,0.864,0.15,0.726776
36,19,9,0.226,0.864,0.15,0.4646
36,19,10,0.226,0.864,0.15,0.84729
36,19,11,0.226,0.864,0.15,0.622589
36,19,12,0.226,0.864,0.15,0.705811
36,19,13,0.226,0.864,0.15,0.831818
36,19,14,0.226,0.864,0.15,0.740265
36,19,15,0.226,0.864,0.15,0.38446
36,19,16,0.226,0.864,0.15,0.366974
36,19,17,0.226,0.864,0.15,0.31308
36,19,18,0.226,0.864,0.15,0.590485
37,9,0,0.204,0.862,0.175,0.60498
37,9,1,0.204,0.862,0.175,0.83783
37,9,2,0.204,0.862,0.175,0.616608
37,9,3,0.204,0.862,0.175,0.092773
37,9,3,0.204,0.862,0.175,0.948364
37,9,4,0.204,0.862,0.175,0.941254
37,9,5,0.204,0.862,0.175,0.068054
37,9,5,0.204,0.862,0.175,0.109985
37,9,5,0.204,0.862,0.175,0.660706
37,9,6,0.204,0.862,0.175,0.977722
37,9,7,0.204,0.862,0.175,0.309387
37,9,8,0.204,0.862,0.175,0.487396
38,27,0,0.186,0.87,0.168,0.515686
38,27,1,0.186,0.87,0.168,0.905426
38,27,2,0.186,0.87,0.168,0.815125
38,27,3,0.186,0.87,0.168,0.738037
38,27,4,0.186,0.87,0.168,0.472137
38,27,5,0.186,0.87,0.168,0.928772
38,27,6,0.186,0.87,0.168,0.496918
38,27,7,0.186,0.87,0.168,0.762665
38,27,8,0.186,0.87,0.168,0.28363
38,27,9,0.186,0.87,0.168,0.298309
