learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.354004
1,4,1,0.238,0.877,0.163,0.502991
1,4,2,0.238,0.877,0.163,0.161346
1,4,2,0.238,0.877,0.163,0.338318
1,4,2,0.238,0.877,0.163,0.780548
1,4,3,0.238,0.877,0.163,0.94516
2,8,0,0.201,0.881,0.16,0.828217
2,8,1,0.201,0.881,0.16,0.571869
2,8,2,0.201,0.881,0.16,0.791901
2,8,3,0.201,0.881,0.16,0.53891
2,8,4,0.201,0.881,0.16,0.105011
2,8,4,0.201,0.881,0.16,0.227325
2,8,4,0.201,0.881,0.16,0.776428
2,8,5,0.201,0.881,0.16,0.660889
2,8,6,0.201,0.881,0.16,0.744568
2,8,7,0.201,0.881,0.16,0.186493
2,8,7,0.201,0.881,0.16,0.243011
2,8,7,0.201,0.881,0.16,0.797211
3,10,0,0.215,0.875,0.15,0.092255
3,10,0,0.215,0.875,0.15,0.912994
3,10,1,0.215,0.875,0.15,0.193176
3,10,1,0.215,0.875,0.15,0.70752
3,10,1,0.215,0.875,0.15,0.634064
3,10,2,0.215,0.875,0.15,0.043396
3,10,2,0.215,0.875,0.15,0.682129
3,10,2,0.215,0.875,0.15,0.054993
3,10,2,0.215,0.875,0.15,0.875183
3,10,3,0.215,0.875,0.15,0.236847
3,10,4,0.215,0.875,0.15,0.231049
3,10,5,0.215,0.875,0.15,0.12973
3,10,5,0.215,0.875,0.15,0.514221
3,10,5,0.215,0.875,0.15,0.664368
3,10,6,0.215,0.875,0.15,0.746918
3,10,7,0.215,0.875,0.15,0.330902
3,10,8,0.215,0.875,0.15,0.921539
3,10,9,0.215,0.875,0.15,0.895111
4,13,0,0.229,0.865,0.154,0.940277
4,13,1,0.229,0.865,0.154,0.465057
4,13,2,0.229,0.865,0.154,0.295044
4,13,3,0.229,0.865,0.154,0.541138
4,13,4,0.229,0.865,0.154,0.855103
4,13,5,0.229,0.865,0.154,0.078613
4,13,5,0.229,0.865,0.154,0.435669
4,13,5,0.229,0.865,0.154,0.804291
4,13,6,0.229,0.865,0.154,0.267395
4,13,7,0.229,0.865,0.154,0.534729
4,13,8,0.229,0.865,0.154,0.648773
4,13,9,0.229,0.865,0.154,0.32077
4,13,10,0.229,0.865,0.154,0.97821
4,13,11,0.229,0.865,0.154,0.411469
4,13,12,0.229,0.865,0.154,0.036957
4,13,12,0.229,0.865,0.154,0.071045
4,13,12,0.229,0.865,0.154,0.375092
5,9,0,0.22,0.871,0.172,0.630341
5,9,1,0.22,0.871,0.172,0.925201
5,9,2,0.22,0.871,0.172,0.699524
5,9,3,0.22,0.871,0.172,0.880981
5,9,4,0.22,0.871,0.172,0.859741
5,9,5,0.22,0.871,0.172,0.540955
5,9,6,0.22,0.871,0.172,0.609558
5,9,7,0.22,0.871,0.172,0.418213
5,9,8,0.22,0.871,0.172,0.928406
6,19,0,0.22,0.863,0.181,0.337128
6,19,1,0.22,0.863,0.181,0.932861
6,19,2,0.22,0.863,0.181,0.887817
6,19,3,0.22,0.863,0.181,0.533325
6,19,4,0.22,0.863,0.181,0.482147
6,19,5,0.22,0.863,0.181,0.891541
6,19,6,0.22,0.863,0.181,0.853638
6,19,7,0.22,0.863,0.181,0.538086
6,19,8,0.22,0.863,0.181,0.617889
6,19,9,0.22,0.863,0.181,0.253693
6,19,10,0.22,0.863,0.181,0.102356
6,19,10,0.22,0.863,0.181,0.435974
6,19,10,0.22,0.863,0.181,0.418457
6,19,11,0.22,0.863,0.181,0.615082
6,19,12,0.22,0.863,0.181,0.807678
6,19,13,0.22,0.863,0.181,0.579437
6,19,14,0.22,0.863,0.181,0.994873
6,19,15,0.22,0.863,0.181,0.517761
6,19,16,0.22,0.863,0.181,0.462891
6,19,17,0.22,0.863,0.181,0.588165
6,19,18,0.22,0.863,0.181,0.324066
7,8,0,0.209,0.866,0.153,0.179199
7,8,0,0.209,0.866,0.153,0.311981
7,8,0,0.209,0.866,0.153,0.842041
7,8,1,0.209,0.866,0.153,0.719574
7,8,2,0.209,0.866,0.153,0.777435
7,8,3,0.209,0.866,0.153,0.546997
7,8,4,0.209,0.866,0.153,0.208221
7,8,4,0.209,0.866,0.153,0.65213
7,8,4,0.209,0.866,0.153,0.819977
7,8,5,0.209,0.866,0.153,0.995697
