learnerID,sitesVisited,step,node,pr(rr),pr(fr),pr(sr),rr,fr,sr,ratingValue,nodeValue
6,19,14,0,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.328790829
6,19,14,1,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.395385772
6,19,14,2,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.352599948
6,19,14,3,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.417512693
6,19,14,4,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.363590314
6,19,14,5,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.494597995
6,19,14,6,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.498518655
6,19,14,7,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.451570654
6,19,14,8,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.371261953
6,19,14,9,0.22,0.863,0.181,0.14932251,0.470397949,0.090576172,1,0.398287179
6,19,18,0,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.317464284
6,19,18,1,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.264330198
6,19,18,2,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.338237639
6,19,18,3,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.317010864
6,19,18,4,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.219754471
6,19,18,5,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.437122769
6,19,18,6,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.340275961
6,19,18,7,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.300371751
6,19,18,8,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.388756686
6,19,18,9,0.22,0.863,0.181,0.054473877,0.826416016,0.102935791,1,0.271558203
9,13,1,0,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.408732142
9,13,1,1,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.382165099
9,13,1,2,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.419118819
9,13,1,3,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.408505432
9,13,1,4,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.359877235
9,13,1,5,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.468561385
9,13,1,6,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.42013798
9,13,1,7,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.400185876
9,13,1,8,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.444378343
9,13,1,9,0.199,0.871,0.156,0.174530029,0.002746582,0.059173584,2,0.385779102
12,19,13,0,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.251366089
12,19,13,1,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.237961977
12,19,13,2,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.276619667
12,19,13,3,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.255951724
12,19,13,4,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.371157294
12,19,13,5,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.278321146
12,19,13,6,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.341792754
12,19,13,7,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.242100639
12,19,13,8,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.307336042
12,19,13,9,0.221,0.877,0.142,0.023529053,0.210021973,0.013580322,1,0.405407833
15,15,5,0,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.622044629
15,15,5,1,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.45185398
15,15,5,2,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.446860718
15,15,5,3,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.459198188
15,15,5,4,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.680209302
15,15,5,5,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.609359467
15,15,5,6,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.637117288
15,15,5,7,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.601174202
15,15,5,8,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.648398958
15,15,5,9,0.218,0.879,0.17,0.065246582,0.610839844,0.131744385,4,0.648152296
15,15,14,0,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.316347315
15,15,14,1,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.231222199
15,15,14,2,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.235145533
15,15,14,3,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.236161413
15,15,14,4,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.478700841
15,15,14,5,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.309301287
15,15,14,6,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.375269704
15,15,14,7,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.304758417
15,15,14,8,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.344410976
15,15,14,9,0.218,0.879,0.17,0.008972168,0.553771973,0.066040039,0,0.500760702
21,6,0,0,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.408173657
21,6,0,1,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.3656111
21,6,0,2,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.367572767
21,6,0,3,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.368080706
21,6,0,4,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.489350421
21,6,0,5,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.404650644
21,6,0,6,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.437634852
21,6,0,7,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.402379209
21,6,0,8,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.422205488
21,6,0,9,0.224,0.868,0.161,0.217407227,0.106567383,0.113433838,2,0.500380351
21,6,4,0,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.502432856
21,6,4,1,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.668668655
21,6,4,2,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.677461387
21,6,4,3,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.618612497
21,6,4,4,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.505840542
21,6,4,5,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.696131451
21,6,4,6,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.674599592
21,6,4,7,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.678081284
21,6,4,8,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.685389705
21,6,4,9,0.224,0.868,0.161,0.010101318,0.504577637,0.114135742,4,0.583121457
26,20,12,0,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.294778276
26,20,12,1,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.445217635
26,20,12,2,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.357214758
26,20,12,3,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.52737373
26,20,12,4,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.276333225
26,20,12,5,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.386015049
26,20,12,6,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.368649592
26,20,12,7,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.349069575
26,20,12,8,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.440746025
26,20,12,9,0.21,0.877,0.164,0.20803833,0.292175293,0.137329102,0,0.505805696
26,20,19,0,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.568598308
26,20,19,1,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.577223046
26,20,19,2,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.576007431
26,20,19,3,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.596174172
26,20,19,4,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.524576299
26,20,19,5,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.448409529
26,20,19,6,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.43580614
26,20,19,7,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.472964133
26,20,19,8,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.59911106
26,20,19,9,0.21,0.877,0.164,0.062286377,0.290039063,0.056121826,3,0.604615669
28,20,1,0,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.666290117
28,20,1,1,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.614595455
28,20,1,2,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.706089573
28,20,1,3,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.564119005
28,20,1,4,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.671572515
28,20,1,5,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.612829718
28,20,1,6,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.615157764
28,20,1,7,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.67390141
28,20,1,8,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.634249447
28,20,1,9,0.222,0.858,0.156,0.081512451,0.38760376,0.106262207,3,0.570277718
29,20,12,0,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.400163272
29,20,12,1,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.367876703
29,20,12,2,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.405163244
29,20,12,3,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.392422111
29,20,12,4,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.396102176
29,20,12,5,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.49922319
29,20,12,6,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.352183172
29,20,12,7,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.42166262
29,20,12,8,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.472182357
29,20,12,9,0.225,0.848,0.187,0.073303223,0.110168457,0.161193848,1,0.380977308
30,13,2,0,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.450081636
30,13,2,1,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.433938352
30,13,2,2,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.452581622
30,13,2,3,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.446211056
30,13,2,4,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.448051088
30,13,2,5,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.499611595
30,13,2,6,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.426091586
30,13,2,7,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.46083131
30,13,2,8,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.486091178
30,13,2,9,0.214,0.883,0.167,0.099365234,0.534301758,0.144470215,2,0.440488654
32,15,1,0,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.306513344
32,15,1,1,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.228518397
32,15,1,2,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.31960736
32,15,1,3,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.258578308
32,15,1,4,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.227377705
32,15,1,5,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.386044538
32,15,1,6,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.236640098
32,15,1,7,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.245327039
32,15,1,8,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.402480829
32,15,1,9,0.224,0.892,0.171,0.180084229,0.582244873,0.071533203,0,0.234185383
35,23,1,0,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.609694824
35,23,1,1,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.503375891
35,23,1,2,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.641319615
35,23,1,3,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.411221673
35,23,1,4,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.590275899
35,23,1,5,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.655072945
35,23,1,6,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.586970253
35,23,1,7,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.612634587
35,23,1,8,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.603189241
35,23,1,9,0.211,0.883,0.171,0.048736572,0.03237915,0.156311035,4,0.402847724
35,23,11,0,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.487718338
35,23,11,1,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.327335207
35,23,11,2,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.376123184
35,23,11,3,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.248794976
35,23,11,4,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.472276272
35,23,11,5,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.411745061
35,23,11,6,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.366158452
35,23,11,7,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.378516834
35,23,11,8,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.413541533
35,23,11,9,0.211,0.883,0.171,0.130584717,0.311737061,0.041442871,1,0.294471613
35,23,12,0,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.721466449
35,23,12,1,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.604417932
35,23,12,2,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.598464705
35,23,12,3,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.617711482
35,23,12,4,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.530530198
35,23,12,5,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.695590388
35,23,12,6,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.438354366
35,23,12,7,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.674516503
35,23,12,8,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.692051067
35,23,12,9,0.211,0.883,0.171,0.063903809,0.702850342,0.032531738,4,0.582410545
35,23,22,0,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.610733224
35,23,22,1,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.552208966
35,23,22,2,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.549232353
35,23,22,3,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.558855741
35,23,22,4,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.515265099
35,23,22,5,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.597795194
35,23,22,6,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.469177183
35,23,22,7,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.587258252
35,23,22,8,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.596025534
35,23,22,9,0.211,0.883,0.171,0.092193604,0.811950684,0.075683594,2,0.541205272
39,5,1,0,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.782973892
39,5,1,1,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.716854811
39,5,1,2,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.68501929
39,5,1,3,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.772741865
39,5,1,4,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.552024611
39,5,1,5,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.788615454
39,5,1,6,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.489863732
39,5,1,7,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.778887212
39,5,1,8,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.783293068
39,5,1,9,0.233,0.878,0.159,0.143432617,0.268615723,0.085601807,4,0.705777374
44,18,1,0,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.472959472
44,18,1,1,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.369976627
44,18,1,2,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.435826194
44,18,1,3,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.421843713
44,18,1,4,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.279364466
44,18,1,5,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.530546468
44,18,1,6,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.268526171
44,18,1,7,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.40435499
44,18,1,8,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.551081773
44,18,1,9,0.229,0.874,0.148,0.200836182,0.424407959,0.146240234,0,0.366829743
44,18,14,0,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.611708747
44,18,14,1,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.669588482
44,18,14,2,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.710249034
44,18,14,3,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.706493196
44,18,14,4,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.523996753
44,18,14,5,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.745572881
44,18,14,6,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.620208515
44,18,14,7,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.688330382
44,18,14,8,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.737126474
44,18,14,9,0.229,0.874,0.148,0.049713135,0.311431885,0.058990479,4,0.658574157
50,11,2,0,0.227,0.872,0.161,0.076202393,0.256072998,0.148986816,4,0.762292526
50,11,2,1,0.227,0.872,0.161,0.076202393,0.256072998,0.148986816,4,0.723910933
50,11,2,2,0.227,0.872,0.161,0.076202393,0.256072998,0.148986816,4,0.836640452
50,11,2,3,0.227,0.872,0.161,0.076202393,0.256072998,0.148986816,4,0.635179117
