learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.345245
1,4,1,0.238,0.877,0.163,0.22229
1,4,1,0.238,0.877,0.163,0.900696
1,4,2,0.238,0.877,0.163,0.394104
1,4,3,0.238,0.877,0.163,0.663361
2,8,0,0.201,0.881,0.16,0.737061
2,8,1,0.201,0.881,0.16,0.963043
2,8,2,0.201,0.881,0.16,0.469666
2,8,3,0.201,0.881,0.16,0.928406
2,8,4,0.201,0.881,0.16,0.228302
2,8,5,0.201,0.881,0.16,0.272003
2,8,6,0.201,0.881,0.16,0.93457
2,8,7,0.201,0.881,0.16,0.707947
3,10,0,0.215,0.875,0.15,0.897034
3,10,1,0.215,0.875,0.15,0.922546
3,10,2,0.215,0.875,0.15,0.839417
3,10,3,0.215,0.875,0.15,0.231293
3,10,4,0.215,0.875,0.15,0.640839
3,10,5,0.215,0.875,0.15,0.906189
3,10,6,0.215,0.875,0.15,0.900787
3,10,7,0.215,0.875,0.15,0.2435
3,10,8,0.215,0.875,0.15,0.532074
3,10,9,0.215,0.875,0.15,0.144928
3,10,9,0.215,0.875,0.15,0.005341
3,10,9,0.215,0.875,0.15,0.977631
4,13,0,0.229,0.865,0.154,0.364716
4,13,1,0.229,0.865,0.154,0.501495
4,13,2,0.229,0.865,0.154,0.867126
4,13,3,0.229,0.865,0.154,0.895325
4,13,4,0.229,0.865,0.154,0.449341
4,13,5,0.229,0.865,0.154,0.347656
4,13,6,0.229,0.865,0.154,0.163452
4,13,6,0.229,0.865,0.154,0.846436
4,13,6,0.229,0.865,0.154,0.707367
4,13,7,0.229,0.865,0.154,0.655823
4,13,8,0.229,0.865,0.154,0.636932
4,13,9,0.229,0.865,0.154,0.634003
4,13,10,0.229,0.865,0.154,0.75705
4,13,11,0.229,0.865,0.154,0.407867
4,13,12,0.229,0.865,0.154,0.432739
5,9,0,0.22,0.871,0.172,0.292114
5,9,1,0.22,0.871,0.172,0.052582
5,9,1,0.22,0.871,0.172,0.772461
5,9,1,0.22,0.871,0.172,0.848389
5,9,2,0.22,0.871,0.172,0.722351
5,9,3,0.22,0.871,0.172,0.332184
5,9,4,0.22,0.871,0.172,0.05246
5,9,4,0.22,0.871,0.172,0.28537
5,9,4,0.22,0.871,0.172,0.468384
5,9,5,0.22,0.871,0.172,0.163269
5,9,5,0.22,0.871,0.172,0.889191
5,9,6,0.22,0.871,0.172,0.936249
5,9,7,0.22,0.871,0.172,0.215332
5,9,7,0.22,0.871,0.172,0.861237
5,9,7,0.22,0.871,0.172,0.416656
5,9,8,0.22,0.871,0.172,0.971771
6,19,0,0.22,0.863,0.181,0.929596
6,19,1,0.22,0.863,0.181,0.444763
6,19,2,0.22,0.863,0.181,0.107056
6,19,2,0.22,0.863,0.181,0.031067
6,19,2,0.22,0.863,0.181,0.491302
6,19,3,0.22,0.863,0.181,0.391876
6,19,4,0.22,0.863,0.181,0.806488
6,19,5,0.22,0.863,0.181,0.575439
6,19,6,0.22,0.863,0.181,0.528839
6,19,7,0.22,0.863,0.181,0.913452
6,19,8,0.22,0.863,0.181,0.863708
6,19,9,0.22,0.863,0.181,0.836212
6,19,10,0.22,0.863,0.181,0.76886
6,19,11,0.22,0.863,0.181,0.50589
6,19,12,0.22,0.863,0.181,0.334564
6,19,13,0.22,0.863,0.181,0.68222
6,19,14,0.22,0.863,0.181,0.149323
6,19,14,0.22,0.863,0.181,0.470398
6,19,14,0.22,0.863,0.181,0.090576
6,19,14,0.22,0.863,0.181,0.262695
6,19,15,0.22,0.863,0.181,0.110382
6,19,15,0.22,0.863,0.181,0.2323
6,19,15,0.22,0.863,0.181,0.742554
6,19,16,0.22,0.863,0.181,0.342102
6,19,17,0.22,0.863,0.181,0.23877
6,19,18,0.22,0.863,0.181,0.054474
6,19,18,0.22,0.863,0.181,0.826416
6,19,18,0.22,0.863,0.181,0.102936
6,19,18,0.22,0.863,0.181,0.357422
7,8,0,0.209,0.866,0.153,0.152161
7,8,0,0.209,0.866,0.153,0.279419
7,8,0,0.209,0.866,0.153,0.436707
7,8,1,0.209,0.866,0.153,0.436493
7,8,2,0.209,0.866,0.153,0.759705
7,8,3,0.209,0.866,0.153,0.800842
7,8,4,0.209,0.866,0.153,0.044647
7,8,4,0.209,0.866,0.153,0.144501
7,8,4,0.209,0.866,0.153,0.471344
7,8,5,0.209,0.866,0.153,0.762482
7,8,6,0.209,0.866,0.153,0.977936
7,8,7,0.209,0.866,0.153,0.828033
8,10,0,0.223,0.887,0.165,0.280304
8,10,1,0.223,0.887,0.165,0.693207
8,10,2,0.223,0.887,0.165,0.055542
8,10,2,0.223,0.887,0.165,0.791168
8,10,2,0.223,0.887,0.165,0.491364
8,10,3,0.223,0.887,0.165,0.048615
8,10,3,0.223,0.887,0.165,0.34436
8,10,3,0.223,0.887,0.165,0.940399
8,10,4,0.223,0.887,0.165,0.700256
8,10,5,0.223,0.887,0.165,0.284393
8,10,6,0.223,0.887,0.165,0.273315
8,10,7,0.223,0.887,0.165,0.183716
8,10,7,0.223,0.887,0.165,0.78595
8,10,7,0.223,0.887,0.165,0.395294
8,10,8,0.223,0.887,0.165,0.079407
8,10,8,0.223,0.887,0.165,0.506622
8,10,8,0.223,0.887,0.165,0.262024
8,10,9,0.223,0.887,0.165,0.174683
8,10,9,0.223,0.887,0.165,0.681519
8,10,9,0.223,0.887,0.165,0.576416
9,13,0,0.199,0.871,0.156,0.453827
9,13,1,0.199,0.871,0.156,0.17453
9,13,1,0.199,0.871,0.156,0.002747
9,13,1,0.199,0.871,0.156,0.059174
9,13,1,0.199,0.871,0.156,0.481232
9,13,2,0.199,0.871,0.156,0.2966
9,13,3,0.199,0.871,0.156,0.61496
