learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,1,0.238,0.877,0.163,0.492004,0
2,8,2,0.201,0.881,0.16,0.877258,0
3,10,2,0.215,0.875,0.15,0.678192,0
3,10,3,0.215,0.875,0.15,0.092163,1
3,10,4,0.215,0.875,0.15,0.667908,2
3,10,8,0.215,0.875,0.15,0.342255,3
4,13,12,0.229,0.865,0.154,0.638641,9
5,9,1,0.22,0.871,0.172,0.589996,9
5,9,4,0.22,0.871,0.172,0.847748,0
5,9,6,0.22,0.871,0.172,0.055542,1
6,19,1,0.22,0.863,0.181,0.191864,9
6,19,13,0.22,0.863,0.181,0.203461,0
6,19,16,0.22,0.863,0.181,0.836273,1
7,8,0,0.209,0.866,0.153,0.63858,9
7,8,4,0.209,0.866,0.153,0.420715,0
8,10,2,0.223,0.887,0.165,0.754761,9
8,10,4,0.223,0.887,0.165,0.571838,0
8,10,7,0.223,0.887,0.165,0.8414,1
9,13,2,0.199,0.871,0.156,0.467377,9
10,7,0,0.2,0.876,0.158,0.969604,9
11,2,1,0.194,0.867,0.189,0.866821,9
12,19,3,0.221,0.877,0.142,0.34198,9
12,19,8,0.221,0.877,0.142,0.849731,0
12,19,10,0.221,0.877,0.142,0.217865,4
15,15,1,0.218,0.879,0.17,0.474701,0
15,15,2,0.218,0.879,0.17,0.331024,4
15,15,3,0.218,0.879,0.17,0.940887,8
15,15,11,0.218,0.879,0.17,0.054749,6
15,15,14,0.218,0.879,0.17,0.980347,7
16,8,2,0.201,0.854,0.167,0.608948,0
16,8,7,0.201,0.854,0.167,0.052429,7
17,16,9,0.22,0.885,0.159,0.215179,0
17,16,11,0.22,0.885,0.159,0.263123,7
17,16,12,0.22,0.885,0.159,0.093628,3
18,10,2,0.213,0.871,0.173,0.445129,0
18,10,4,0.213,0.871,0.173,0.81366,3
18,10,5,0.213,0.871,0.173,0.5755,7
18,10,7,0.213,0.871,0.173,0.521515,8
18,10,8,0.213,0.871,0.173,0.338593,5
19,5,1,0.203,0.874,0.147,0.736084,3
19,5,4,0.203,0.874,0.147,0.692871,7
20,16,3,0.203,0.875,0.159,0.066498,3
20,16,15,0.203,0.875,0.159,0.581268,7
21,6,3,0.224,0.868,0.161,0.326416,7
21,6,5,0.224,0.868,0.161,0.78949,8
22,11,2,0.213,0.886,0.179,0.671478,7
22,11,4,0.213,0.886,0.179,0.621094,8
22,11,5,0.213,0.886,0.179,0.383942,3
22,11,6,0.213,0.886,0.179,0.429535,9
23,1,0,0.201,0.886,0.163,0.475647,3
24,12,1,0.204,0.882,0.181,0.132446,3
24,12,2,0.204,0.882,0.181,0.407959,9
24,12,4,0.204,0.882,0.181,0.801605,8
24,12,7,0.204,0.882,0.181,0.412872,0
25,15,0,0.222,0.878,0.162,0.017761,8
25,15,12,0.222,0.878,0.162,0.053314,0
25,15,13,0.222,0.878,0.162,0.258057,7
26,20,2,0.21,0.877,0.164,0.705566,8
26,20,10,0.21,0.877,0.164,0.971954,9
26,20,18,0.21,0.877,0.164,0.001373,3
26,20,19,0.21,0.877,0.164,0.011627,0
27,10,5,0.197,0.884,0.171,0.359985,9
27,10,6,0.197,0.884,0.171,0.197144,3
27,10,8,0.197,0.884,0.171,0.464935,8
28,20,0,0.222,0.858,0.156,0.601898,8
28,20,1,0.222,0.858,0.156,0.428284,3
28,20,2,0.222,0.858,0.156,0.541351,9
28,20,4,0.222,0.858,0.156,0.934265,0
28,20,14,0.222,0.858,0.156,0.293762,4
28,20,16,0.222,0.858,0.156,0.742371,6
29,20,0,0.225,0.848,0.187,0.853577,4
29,20,1,0.225,0.848,0.187,0.812897,0
29,20,7,0.225,0.848,0.187,0.130768,9
29,20,9,0.225,0.848,0.187,0.791168,3
29,20,15,0.225,0.848,0.187,0.82431,2
29,20,17,0.225,0.848,0.187,0.523834,1
29,20,18,0.225,0.848,0.187,0.21994,6
29,20,19,0.225,0.848,0.187,0.665741,5
30,13,2,0.214,0.883,0.167,0.624268,3
